Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
East Coast Parkway,2024,12,1,     0.0,     0.0,     0.0,     0.0,    28.7,    32.3,    26.8,    10.7,    36.7
East Coast Parkway,2024,12,2,     0.0,     0.0,     0.0,     0.0,    28.2,    30.4,    27.0,     8.5,    28.5
East Coast Parkway,2024,12,3,    84.8,    36.8,    44.6,    46.6,    27.5,    32.1,    23.8,     7.9,    45.4
East Coast Parkway,2024,12,4,     0.6,     0.4,     0.6,     0.6,    28.3,    30.9,    26.1,     8.1,    27.8
East Coast Parkway,2024,12,5,     0.0,     0.0,     0.0,     0.0,    29.4,    32.5,    26.3,     9.8,    48.5
East Coast Parkway,2024,12,6,     0.0,     0.0,     0.0,     0.0,    29.4,    33.5,    27.2,     9.8,    35.0
East Coast Parkway,2024,12,7,     0.0,     0.0,     0.0,     0.0,    30.0,    34.2,    27.1,    11.0,    39.6
East Coast Parkway,2024,12,8,     7.8,     7.6,     7.8,     7.8,    28.7,    33.0,    25.3,    11.0,    46.5
East Coast Parkway,2024,12,9,     1.0,     0.4,     0.4,     0.8,    27.4,    30.4,    25.7,    11.8,    40.4
East Coast Parkway,2024,12,10,     0.4,     0.4,     0.4,     0.4,    27.7,    30.4,    25.9,    11.2,    35.6
East Coast Parkway,2024,12,11,     4.8,     4.0,     4.2,     4.8,    28.6,    33.2,    25.2,    10.1,    37.4
East Coast Parkway,2024,12,12,     0.0,     0.0,     0.0,     0.0,    28.4,    30.4,    26.9,     8.7,    36.7
East Coast Parkway,2024,12,13,     1.4,     1.0,     1.0,     1.2,    27.9,    29.3,    25.0,    10.2,    43.5
East Coast Parkway,2024,12,14,     0.4,     0.4,     0.4,     0.4,    28.4,    31.0,    26.6,    13.0,    37.8
East Coast Parkway,2024,12,15,     1.0,     1.0,     1.0,     1.0,    28.6,    31.2,    27.2,    10.5,    47.2
East Coast Parkway,2024,12,16,    30.4,    23.4,    29.4,    29.8,    27.8,    31.6,    24.8,    10.0,    43.9
East Coast Parkway,2024,12,17,     1.0,     0.4,     0.4,     0.8,    28.0,    31.3,    26.3,    11.4,    39.6
East Coast Parkway,2024,12,18,     0.4,     0.2,     0.4,     0.4,    26.9,    28.0,    26.2,    12.0,    39.6
East Coast Parkway,2024,12,19,     0.0,     0.0,     0.0,     0.0,    27.4,    29.1,    26.0,    12.5,    35.2
East Coast Parkway,2024,12,20,     0.2,     0.2,     0.2,     0.2,    27.3,    29.8,    25.7,    15.6,    43.2
East Coast Parkway,2024,12,21,     0.4,     0.4,     0.4,     0.4,    27.5,    30.4,    26.1,    14.5,    45.4
East Coast Parkway,2024,12,22,     0.0,     0.0,     0.0,     0.0,    27.9,    30.6,    26.6,    15.6,    44.6
East Coast Parkway,2024,12,23,    26.8,     8.4,    10.2,    12.0,    26.9,    30.2,    25.3,    11.5,    41.1
East Coast Parkway,2024,12,24,     5.0,     2.6,     2.6,     2.6,    26.6,    29.7,    25.0,    11.6,    38.9
East Coast Parkway,2024,12,25,     0.2,     0.2,     0.2,     0.2,    27.6,    30.6,    25.8,    12.4,    37.0
East Coast Parkway,2024,12,26,     0.0,     0.0,     0.0,     0.0,    27.8,    30.2,    25.3,    10.6,    36.7
East Coast Parkway,2024,12,27,     0.0,     0.0,     0.0,     0.0,    28.2,    31.2,    26.5,    12.7,    37.4
East Coast Parkway,2024,12,28,     0.0,     0.0,     0.0,     0.0,    28.3,    30.7,    26.4,    16.3,    46.1
East Coast Parkway,2024,12,29,    13.2,    10.0,    10.8,    13.0,    28.1,    31.4,    24.8,    14.3,    45.7
East Coast Parkway,2024,12,30,    13.2,     8.8,    12.2,    13.0,    26.6,    29.3,    23.6,    13.4,    45.7
East Coast Parkway,2024,12,31,    42.0,    33.2,    36.0,    39.4,    27.1,    30.6,    24.1,    12.7,    43.5
