Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
East Coast Parkway,2024,10,1,     2.2,     0.8,     1.4,     2.2,    28.3,    29.4,    25.9,    12.1,    42.0
East Coast Parkway,2024,10,2,     0.0,     0.0,     0.0,     0.0,    29.2,    30.3,    27.8,     9.7,    33.5
East Coast Parkway,2024,10,3,     0.0,     0.0,     0.0,     0.0,    28.7,    29.7,    26.5,     9.1,    34.3
East Coast Parkway,2024,10,4,    14.4,    11.6,    12.8,    12.8,    27.8,    29.5,    24.8,     8.5,    35.0
East Coast Parkway,2024,10,5,     0.0,     0.0,     0.0,     0.0,    27.9,    29.4,    25.7,    10.1,    42.0
East Coast Parkway,2024,10,6,    11.2,     8.8,     9.4,     9.8,    28.0,    29.5,    24.5,    12.0,    49.3
East Coast Parkway,2024,10,7,    17.4,    11.4,    17.2,    17.4,    28.4,    30.2,    25.7,    11.0,    47.6
East Coast Parkway,2024,10,8,     0.0,     0.0,     0.0,     0.0,    28.4,    29.3,    26.1,    11.6,    43.5
East Coast Parkway,2024,10,9,     3.4,     3.2,     3.2,     3.2,    28.5,    30.7,    26.6,    10.1,    40.4
East Coast Parkway,2024,10,10,     0.0,     0.0,     0.0,     0.0,    28.6,    30.3,    27.0,     7.4,    35.9
East Coast Parkway,2024,10,11,     0.0,     0.0,     0.0,     0.0,    29.0,    30.3,    27.3,     7.4,    22.6
East Coast Parkway,2024,10,12,     3.4,     2.8,     3.4,     3.4,    28.1,    29.8,    26.4,     7.4,    49.3
East Coast Parkway,2024,10,13,     0.2,     0.2,     0.2,     0.2,    28.5,    30.2,    26.3,    12.2,    33.9
East Coast Parkway,2024,10,14,    52.4,    20.8,    29.2,    32.8,    26.1,    29.8,    23.8,     9.9,    49.6
East Coast Parkway,2024,10,15,     0.0,     0.0,     0.0,     0.0,    28.1,    29.5,    26.2,    13.7,    47.2
East Coast Parkway,2024,10,16,     1.0,     0.6,     0.8,     0.8,    28.4,    29.9,    25.8,     9.1,    53.3
East Coast Parkway,2024,10,17,    16.8,    14.6,    16.4,    16.6,    27.8,    29.3,    23.9,     7.5,    50.4
East Coast Parkway,2024,10,18,     1.0,     1.0,     1.0,     1.0,    28.1,    29.6,    25.9,     8.9,    24.8
East Coast Parkway,2024,10,19,     0.0,     0.0,     0.0,     0.0,    28.2,    30.5,    26.8,     8.3,    35.0
East Coast Parkway,2024,10,20,    18.6,     9.0,    12.6,    15.8,    27.4,    30.3,    22.4,     8.7,    63.7
East Coast Parkway,2024,10,21,     0.0,     0.0,     0.0,     0.0,    29.3,    31.5,    27.3,     9.8,    28.2
East Coast Parkway,2024,10,22,     0.0,     0.0,     0.0,     0.0,    29.5,    31.2,    27.9,    10.1,    29.1
East Coast Parkway,2024,10,23,     0.6,     0.6,     0.6,     0.6,    29.5,    30.9,    26.8,    10.6,    28.5
East Coast Parkway,2024,10,24,     0.6,     0.6,     0.6,     0.6,    28.7,    30.7,    27.0,     8.7,    27.0
East Coast Parkway,2024,10,25,     0.4,     0.2,     0.2,     0.2,    29.0,    30.9,    26.4,    10.8,    31.7
East Coast Parkway,2024,10,26,     0.0,     0.0,     0.0,     0.0,    29.7,    31.2,    28.2,    14.0,    31.7
East Coast Parkway,2024,10,27,     0.0,     0.0,     0.0,     0.0,    30.1,    31.7,    28.2,    14.8,    35.0
East Coast Parkway,2024,10,28,     0.0,     0.0,     0.0,     0.0,    30.0,    31.1,    28.8,    13.2,    28.5
East Coast Parkway,2024,10,29,     0.0,     0.0,     0.0,     0.0,    30.1,    31.4,    28.5,    11.1,    39.6
East Coast Parkway,2024,10,30,     0.0,     0.0,     0.0,     0.0,    29.9,    31.4,    28.3,     9.6,    29.4
East Coast Parkway,2024,10,31,     0.0,     0.0,     0.0,     0.0,    29.4,    30.4,    28.1,    10.8,    33.9
