Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
East Coast Parkway,2024,8,1,     0.0,     0.0,     0.0,     0.0,    28.7,    30.4,    26.8,     9.3,    39.3
East Coast Parkway,2024,8,2,     0.0,     0.0,     0.0,     0.0,    29.0,    30.6,    26.9,    10.5,    43.9
East Coast Parkway,2024,8,3,     2.4,     2.2,     2.2,     2.2,    29.5,    30.9,    26.3,    14.0,    52.6
East Coast Parkway,2024,8,4,    30.6,    17.6,    25.2,    27.0,    27.6,    29.6,    24.8,    12.5,    47.8
East Coast Parkway,2024,8,5,     0.2,     0.2,     0.2,     0.2,    28.5,    31.0,    25.8,    11.6,    33.2
East Coast Parkway,2024,8,6,     1.0,     1.0,     1.0,     1.0,    29.3,    30.7,    27.4,    14.7,    47.6
East Coast Parkway,2024,8,7,     0.4,     0.4,     0.4,     0.4,    29.2,    30.4,    26.7,    14.0,    39.3
East Coast Parkway,2024,8,8,     1.4,     1.0,     1.4,     1.4,    29.5,    31.4,    27.4,    15.9,    28.2
East Coast Parkway,2024,8,9,     3.2,     1.8,     1.8,     1.8,    28.8,    30.4,    25.3,    14.5,    44.6
East Coast Parkway,2024,8,10,     2.6,     1.0,     1.0,     1.6,    28.0,    29.9,    25.6,    10.6,    47.6
East Coast Parkway,2024,8,11,     0.0,     0.0,     0.0,     0.0,    28.9,    30.4,    27.0,    16.4,    46.5
East Coast Parkway,2024,8,12,     3.6,     3.6,     3.6,     3.6,    29.0,    30.2,    27.0,    15.6,    40.4
East Coast Parkway,2024,8,13,     0.0,     0.0,     0.0,     0.0,    29.6,    30.8,    28.7,    21.9,    36.3
East Coast Parkway,2024,8,14,    17.0,     6.0,     6.2,    11.8,    28.1,    30.3,    25.3,    12.1,    39.6
East Coast Parkway,2024,8,15,     4.4,     4.4,     4.4,     4.4,    28.5,    30.2,    26.5,    10.9,    46.9
East Coast Parkway,2024,8,16,     5.2,     5.2,     5.2,     5.2,    28.8,    30.1,    25.7,    15.8,    47.6
East Coast Parkway,2024,8,17,     1.0,     1.0,     1.0,     1.0,    28.4,    30.1,    25.7,    14.0,    42.4
East Coast Parkway,2024,8,18,     0.0,     0.0,     0.0,     0.0,    29.0,    30.3,    27.5,    13.4,    34.6
East Coast Parkway,2024,8,19,     0.0,     0.0,     0.0,     0.0,    29.0,    30.1,    27.5,    10.9,    29.1
East Coast Parkway,2024,8,20,     2.6,     2.2,     2.2,     2.6,    27.9,    29.6,    25.1,    10.7,    43.2
East Coast Parkway,2024,8,21,     0.2,     0.2,     0.2,     0.2,    28.2,    29.9,    26.5,     9.9,    36.7
East Coast Parkway,2024,8,22,     0.0,     0.0,     0.0,     0.0,    29.0,    30.4,    28.2,     9.9,    27.0
East Coast Parkway,2024,8,23,     0.6,     0.6,     0.6,     0.6,    28.8,    30.1,    26.7,    10.8,    33.9
East Coast Parkway,2024,8,24,     5.2,     4.0,     4.2,     4.4,    27.1,    28.5,    25.3,    13.4,    44.6
East Coast Parkway,2024,8,25,     3.2,     1.8,     2.2,     2.6,    27.7,    29.0,    24.9,    10.4,    58.7
East Coast Parkway,2024,8,26,     0.0,     0.0,     0.0,     0.0,    29.1,    30.7,    27.8,    12.1,    26.3
East Coast Parkway,2024,8,27,     0.2,     0.2,     0.2,     0.2,    28.9,    30.4,    25.7,    13.7,    54.8
East Coast Parkway,2024,8,28,    19.0,    15.8,    15.8,    17.2,    27.8,    30.1,    24.5,    13.1,    38.9
East Coast Parkway,2024,8,29,     0.0,     0.0,     0.0,     0.0,    29.0,    30.5,    26.5,    13.3,    40.0
East Coast Parkway,2024,8,30,     0.0,     0.0,     0.0,     0.0,    29.3,    30.9,    28.3,    14.8,    27.4
East Coast Parkway,2024,8,31,     0.0,     0.0,     0.0,     0.0,    29.2,    31.1,    28.0,    12.6,    33.9
