Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
East Coast Parkway,2024,9,1,     0.0,     0.0,     0.0,     0.0,    29.6,    31.7,    27.8,    11.7,    29.8
East Coast Parkway,2024,9,2,     0.0,     0.0,     0.0,     0.0,    29.8,    31.9,    28.5,    15.1,    27.8
East Coast Parkway,2024,9,3,     0.0,     0.0,     0.0,     0.0,    29.4,    30.8,    27.7,    11.8,    46.9
East Coast Parkway,2024,9,4,    15.4,     7.0,    10.2,    14.8,    27.7,    29.5,    24.8,    15.2,    66.3
East Coast Parkway,2024,9,5,     0.0,     0.0,     0.0,     0.0,    28.8,    30.9,    26.5,    10.9,    39.6
East Coast Parkway,2024,9,6,     0.0,     0.0,     0.0,     0.0,    29.4,    31.2,    27.8,    14.0,    32.4
East Coast Parkway,2024,9,7,     0.0,     0.0,     0.0,     0.0,    29.8,    31.4,    28.8,    19.6,    44.3
East Coast Parkway,2024,9,8,     6.8,     4.0,     6.8,     6.8,    28.8,    30.5,    24.9,    13.4,    45.4
East Coast Parkway,2024,9,9,     1.0,     0.2,     0.4,     0.6,    28.2,    29.8,    27.1,    11.3,    38.2
East Coast Parkway,2024,9,10,    13.0,     7.0,     7.6,    11.8,    28.0,    29.7,    23.8,    13.9,    46.9
East Coast Parkway,2024,9,11,     0.0,     0.0,     0.0,     0.0,    29.1,    30.8,    27.8,    10.7,    33.9
East Coast Parkway,2024,9,12,-,-,-,-,    28.4,    29.8,    25.4,    18.5,    37.4
East Coast Parkway,2024,9,13,     0.0,-,-,-,    29.1,    30.6,    28.1,    15.7,    35.0
East Coast Parkway,2024,9,14,    31.8,    17.0,    25.8,    30.0,    28.0,    31.4,    23.7,    12.9,    48.2
East Coast Parkway,2024,9,15,    13.2,     8.6,     8.6,    13.0,    28.2,    29.7,    25.1,    11.2,    48.9
East Coast Parkway,2024,9,16,     0.0,     0.0,     0.0,     0.0,    29.0,    30.8,    27.0,    16.1,    35.9
East Coast Parkway,2024,9,17,    10.8,     9.2,    10.6,    10.8,    28.9,    30.7,    23.9,    18.4,    83.2
East Coast Parkway,2024,9,18,     0.0,     0.0,     0.0,     0.0,    29.1,    30.7,    26.8,    18.1,    37.8
East Coast Parkway,2024,9,19,     0.0,     0.0,     0.0,     0.0,    29.6,    30.4,    28.5,    15.8,    38.2
East Coast Parkway,2024,9,20,     7.8,     7.8,     7.8,     7.8,    29.4,    30.8,    24.5,    15.4,    44.3
East Coast Parkway,2024,9,21,    17.0,    17.6,    21.8,    24.0,    27.8,    29.7,    24.1,     8.1,    36.7
East Coast Parkway,2024,9,22,     0.0,     0.0,     0.0,     0.0,    29.5,    31.6,    27.6,     9.7,    27.0
East Coast Parkway,2024,9,23,     0.0,     0.0,     0.0,     0.0,    29.4,    30.9,    27.4,    11.9,    35.2
East Coast Parkway,2024,9,24,     7.2,     7.0,     7.2,     7.2,    28.6,    31.8,    25.9,     6.5,    26.7
East Coast Parkway,2024,9,25,    41.0,    36.0,    40.8,    40.8,    27.7,    30.2,    24.1,     7.7,    38.2
East Coast Parkway,2024,9,26,    13.0,     3.8,     7.2,    12.6,    27.3,    29.3,    23.9,    14.6,    63.0
East Coast Parkway,2024,9,27,     0.0,     0.0,     0.0,     0.0,    28.6,    30.8,    26.4,     8.6,    25.6
East Coast Parkway,2024,9,28,     0.0,     0.0,     0.0,     0.0,    28.9,    30.8,    27.3,    11.9,    48.5
East Coast Parkway,2024,9,29,     0.0,     0.0,     0.0,     0.0,    29.1,    30.1,    28.2,     9.5,    25.9
East Coast Parkway,2024,9,30,     0.0,     0.0,     0.0,     0.0,    28.6,    30.1,    27.1,    10.7,    40.4
